,YearSchluessel,Year,Stadt-/Landkreis,Gesamtbetrag der Einkünfte je Steuerpflichtigen in Tsd. EUR,LAND_NAME,LAND_ABK
9373,199509373,1995,Landkreis Neumarkt in der Oberpfalz,29.700000000000003,Bayern,BY
9373,199809373,1998,Landkreis Neumarkt in der Oberpfalz,30.700000000000003,Bayern,BY
9373,200109373,2001,Landkreis Neumarkt in der Oberpfalz,32.9,Bayern,BY
9373,200409373,2004,Landkreis Neumarkt in der Oberpfalz,29.700000000000003,Bayern,BY
9373,200709373,2007,Landkreis Neumarkt in der Oberpfalz,31.400000000000002,Bayern,BY
9373,201009373,2010,Landkreis Neumarkt in der Oberpfalz,32.6,Bayern,BY
9373,201309373,2013,Landkreis Neumarkt in der Oberpfalz,36.5,Bayern,BY
9373,201409373,2014,Landkreis Neumarkt in der Oberpfalz,37.9,Bayern,BY
9374,199509374,1995,Landkreis Neustadt an der Waldnaab,28.8,Bayern,BY
9374,199809374,1998,Landkreis Neustadt an der Waldnaab,28.8,Bayern,BY
9374,200109374,2001,Landkreis Neustadt an der Waldnaab,30.400000000000002,Bayern,BY
9374,200409374,2004,Landkreis Neustadt an der Waldnaab,26.8,Bayern,BY
9374,200709374,2007,Landkreis Neustadt an der Waldnaab,28.3,Bayern,BY
9374,201009374,2010,Landkreis Neustadt an der Waldnaab,28.900000000000002,Bayern,BY
9374,201309374,2013,Landkreis Neustadt an der Waldnaab,32.6,Bayern,BY
9374,201409374,2014,Landkreis Neustadt an der Waldnaab,33.7,Bayern,BY
9375,199509375,1995,Landkreis Regensburg (Land),30.200000000000003,Bayern,BY
9375,199809375,1998,Landkreis Regensburg (Land),31.700000000000003,Bayern,BY
9375,200109375,2001,Landkreis Regensburg (Land),35.2,Bayern,BY
9375,200409375,2004,Landkreis Regensburg (Land),32.6,Bayern,BY
9375,200709375,2007,Landkreis Regensburg (Land),35.300000000000004,Bayern,BY
9375,201009375,2010,Landkreis Regensburg (Land),36.1,Bayern,BY
9375,201309375,2013,Landkreis Regensburg (Land),40.7,Bayern,BY
9375,201409375,2014,Landkreis Regensburg (Land),41.900000000000006,Bayern,BY
9376,199509376,1995,Landkreis Schwandorf,26.8,Bayern,BY
9376,199809376,1998,Landkreis Schwandorf,28.5,Bayern,BY
9376,200109376,2001,Landkreis Schwandorf,29.3,Bayern,BY
9376,200409376,2004,Landkreis Schwandorf,26.5,Bayern,BY
9376,200709376,2007,Landkreis Schwandorf,28.200000000000003,Bayern,BY
9376,201009376,2010,Landkreis Schwandorf,29.0,Bayern,BY
9376,201309376,2013,Landkreis Schwandorf,33.300000000000004,Bayern,BY
9376,201409376,2014,Landkreis Schwandorf,33.9,Bayern,BY
9377,199509377,1995,Landkreis Tirschenreuth,26.5,Bayern,BY
9377,199809377,1998,Landkreis Tirschenreuth,26.200000000000003,Bayern,BY
9377,200109377,2001,Landkreis Tirschenreuth,26.6,Bayern,BY
9377,200409377,2004,Landkreis Tirschenreuth,24.8,Bayern,BY
9377,200709377,2007,Landkreis Tirschenreuth,26.5,Bayern,BY
9377,201009377,2010,Landkreis Tirschenreuth,28.0,Bayern,BY
9377,201309377,2013,Landkreis Tirschenreuth,31.5,Bayern,BY
9377,201409377,2014,Landkreis Tirschenreuth,32.5,Bayern,BY
9461,199509461,1995,Bamberg,29.400000000000002,Bayern,BY
9461,199809461,1998,Bamberg,31.400000000000002,Bayern,BY
9461,200109461,2001,Bamberg,32.1,Bayern,BY
9461,200409461,2004,Bamberg,28.6,Bayern,BY
9461,200709461,2007,Bamberg,29.700000000000003,Bayern,BY
9461,201009461,2010,Bamberg,31.6,Bayern,BY
9461,201309461,2013,Bamberg,34.9,Bayern,BY
9461,201409461,2014,Bamberg,36.300000000000004,Bayern,BY
9462,199509462,1995,Bayreuth,30.3,Bayern,BY
9462,199809462,1998,Bayreuth,33.4,Bayern,BY
9462,200109462,2001,Bayreuth,33.5,Bayern,BY
9462,200409462,2004,Bayreuth,29.700000000000003,Bayern,BY
9462,200709462,2007,Bayreuth,30.6,Bayern,BY
9462,201009462,2010,Bayreuth,31.400000000000002,Bayern,BY
9462,201309462,2013,Bayreuth,33.5,Bayern,BY
9462,201409462,2014,Bayreuth,35.4,Bayern,BY
9463,199509463,1995,Coburg,32.2,Bayern,BY
9463,199809463,1998,Coburg,34.9,Bayern,BY
9463,200109463,2001,Coburg,34.6,Bayern,BY
9463,200409463,2004,Coburg,31.3,Bayern,BY
9463,200709463,2007,Coburg,32.9,Bayern,BY
9463,201009463,2010,Coburg,33.7,Bayern,BY
9463,201309463,2013,Coburg,37.5,Bayern,BY
9463,201409463,2014,Coburg,39.1,Bayern,BY
9464,199509464,1995,Hof,28.200000000000003,Bayern,BY
9464,199809464,1998,Hof,28.6,Bayern,BY
9464,200109464,2001,Hof,29.200000000000003,Bayern,BY
9464,200409464,2004,Hof,25.900000000000002,Bayern,BY
9464,200709464,2007,Hof,26.400000000000002,Bayern,BY
9464,201009464,2010,Hof,26.8,Bayern,BY
9464,201309464,2013,Hof,29.6,Bayern,BY
9464,201409464,2014,Hof,30.6,Bayern,BY
9471,199509471,1995,Landkreis Bamberg (Land),28.3,Bayern,BY
9471,199809471,1998,Landkreis Bamberg (Land),29.3,Bayern,BY
9471,200109471,2001,Landkreis Bamberg (Land),30.8,Bayern,BY
9471,200409471,2004,Landkreis Bamberg (Land),28.700000000000003,Bayern,BY
9471,200709471,2007,Landkreis Bamberg (Land),30.3,Bayern,BY
9471,201009471,2010,Landkreis Bamberg (Land),32.1,Bayern,BY
9471,201309471,2013,Landkreis Bamberg (Land),35.800000000000004,Bayern,BY
9471,201409471,2014,Landkreis Bamberg (Land),37.1,Bayern,BY
9472,199509472,1995,Landkreis Bayreuth (Land),28.0,Bayern,BY
9472,199809472,1998,Landkreis Bayreuth (Land),29.900000000000002,Bayern,BY
9472,200109472,2001,Landkreis Bayreuth (Land),31.400000000000002,Bayern,BY
9472,200409472,2004,Landkreis Bayreuth (Land),27.5,Bayern,BY
9472,200709472,2007,Landkreis Bayreuth (Land),29.400000000000002,Bayern,BY
9472,201009472,2010,Landkreis Bayreuth (Land),30.700000000000003,Bayern,BY
9472,201309472,2013,Landkreis Bayreuth (Land),33.800000000000004,Bayern,BY
9472,201409472,2014,Landkreis Bayreuth (Land),35.2,Bayern,BY
9473,199509473,1995,Landkreis Coburg (Land),32.5,Bayern,BY
9473,199809473,1998,Landkreis Coburg (Land),32.300000000000004,Bayern,BY
9473,200109473,2001,Landkreis Coburg (Land),33.2,Bayern,BY
9473,200409473,2004,Landkreis Coburg (Land),28.700000000000003,Bayern,BY
9473,200709473,2007,Landkreis Coburg (Land),32.5,Bayern,BY
9473,201009473,2010,Landkreis Coburg (Land),32.300000000000004,Bayern,BY
9473,201309473,2013,Landkreis Coburg (Land),35.5,Bayern,BY
9473,201409473,2014,Landkreis Coburg (Land),37.6,Bayern,BY
9474,199509474,1995,Landkreis Forchheim,31.200000000000003,Bayern,BY
9474,199809474,1998,Landkreis Forchheim,31.5,Bayern,BY
9474,200109474,2001,Landkreis Forchheim,34.9,Bayern,BY
9474,200409474,2004,Landkreis Forchheim,31.6,Bayern,BY
9474,200709474,2007,Landkreis Forchheim,33.6,Bayern,BY
9474,201009474,2010,Landkreis Forchheim,34.9,Bayern,BY
9474,201309474,2013,Landkreis Forchheim,38.800000000000004,Bayern,BY
9474,201409474,2014,Landkreis Forchheim,39.900000000000006,Bayern,BY
9475,199509475,1995,Landkreis Hof (Land),29.1,Bayern,BY
9475,199809475,1998,Landkreis Hof (Land),30.6,Bayern,BY
9475,200109475,2001,Landkreis Hof (Land),30.8,Bayern,BY
9475,200409475,2004,Landkreis Hof (Land),26.6,Bayern,BY
9475,200709475,2007,Landkreis Hof (Land),27.1,Bayern,BY
9475,201009475,2010,Landkreis Hof (Land),27.5,Bayern,BY
9475,201309475,2013,Landkreis Hof (Land),30.8,Bayern,BY
9475,201409475,2014,Landkreis Hof (Land),31.700000000000003,Bayern,BY
9476,199509476,1995,Landkreis Kronach,29.3,Bayern,BY
9476,199809476,1998,Landkreis Kronach,29.6,Bayern,BY
9476,200109476,2001,Landkreis Kronach,30.900000000000002,Bayern,BY
9476,200409476,2004,Landkreis Kronach,27.8,Bayern,BY
9476,200709476,2007,Landkreis Kronach,29.3,Bayern,BY
9476,201009476,2010,Landkreis Kronach,30.0,Bayern,BY
9476,201309476,2013,Landkreis Kronach,31.400000000000002,Bayern,BY
9476,201409476,2014,Landkreis Kronach,32.300000000000004,Bayern,BY
9477,199509477,1995,Landkreis Kulmbach,29.6,Bayern,BY
9477,199809477,1998,Landkreis Kulmbach,29.8,Bayern,BY
9477,200109477,2001,Landkreis Kulmbach,30.700000000000003,Bayern,BY
9477,200409477,2004,Landkreis Kulmbach,27.200000000000003,Bayern,BY
9477,200709477,2007,Landkreis Kulmbach,28.400000000000002,Bayern,BY
9477,201009477,2010,Landkreis Kulmbach,28.8,Bayern,BY
9477,201309477,2013,Landkreis Kulmbach,32.7,Bayern,BY
9477,201409477,2014,Landkreis Kulmbach,33.9,Bayern,BY
9478,199509478,1995,Landkreis Lichtenfels,28.400000000000002,Bayern,BY
9478,199809478,1998,Landkreis Lichtenfels,28.700000000000003,Bayern,BY
9478,200109478,2001,Landkreis Lichtenfels,28.900000000000002,Bayern,BY
9478,200409478,2004,Landkreis Lichtenfels,25.900000000000002,Bayern,BY
9478,200709478,2007,Landkreis Lichtenfels,27.0,Bayern,BY
9478,201009478,2010,Landkreis Lichtenfels,28.3,Bayern,BY
9478,201309478,2013,Landkreis Lichtenfels,30.8,Bayern,BY
9478,201409478,2014,Landkreis Lichtenfels,31.900000000000002,Bayern,BY
9479,199509479,1995,Landkreis Wunsiedel im Fichtelgebirge,27.5,Bayern,BY
9479,199809479,1998,Landkreis Wunsiedel im Fichtelgebirge,26.0,Bayern,BY
9479,200109479,2001,Landkreis Wunsiedel im Fichtelgebirge,26.5,Bayern,BY
9479,200409479,2004,Landkreis Wunsiedel im Fichtelgebirge,24.3,Bayern,BY
9479,200709479,2007,Landkreis Wunsiedel im Fichtelgebirge,26.1,Bayern,BY
9479,201009479,2010,Landkreis Wunsiedel im Fichtelgebirge,27.400000000000002,Bayern,BY
9479,201309479,2013,Landkreis Wunsiedel im Fichtelgebirge,30.400000000000002,Bayern,BY
9479,201409479,2014,Landkreis Wunsiedel im Fichtelgebirge,31.400000000000002,Bayern,BY
9561,199509561,1995,Ansbach,30.900000000000002,Bayern,BY
9561,199809561,1998,Ansbach,33.4,Bayern,BY
9561,200109561,2001,Ansbach,33.7,Bayern,BY
9561,200409561,2004,Ansbach,29.400000000000002,Bayern,BY
9561,200709561,2007,Ansbach,30.0,Bayern,BY
9561,201009561,2010,Ansbach,30.6,Bayern,BY
9561,201309561,2013,Ansbach,33.800000000000004,Bayern,BY
9561,201409561,2014,Ansbach,34.9,Bayern,BY
9562,199509562,1995,Erlangen,34.0,Bayern,BY
9562,199809562,1998,Erlangen,35.4,Bayern,BY
9562,200109562,2001,Erlangen,39.0,Bayern,BY
9562,200409562,2004,Erlangen,34.0,Bayern,BY
9562,200709562,2007,Erlangen,37.4,Bayern,BY
9562,201009562,2010,Erlangen,39.6,Bayern,BY
9562,201309562,2013,Erlangen,43.1,Bayern,BY
9562,201409562,2014,Erlangen,44.1,Bayern,BY
9563,199509563,1995,Fürth,31.700000000000003,Bayern,BY
9563,199809563,1998,Fürth,35.0,Bayern,BY
9563,200109563,2001,Fürth,35.6,Bayern,BY
9563,200409563,2004,Fürth,31.6,Bayern,BY
9563,200709563,2007,Fürth,32.9,Bayern,BY
9563,201009563,2010,Fürth,33.5,Bayern,BY
9563,201309563,2013,Fürth,36.2,Bayern,BY
9563,201409563,2014,Fürth,37.4,Bayern,BY
9564,199509564,1995,Nürnberg,29.8,Bayern,BY
9564,199809564,1998,Nürnberg,32.7,Bayern,BY
9564,200109564,2001,Nürnberg,32.5,Bayern,BY
9564,200409564,2004,Nürnberg,28.5,Bayern,BY
9564,200709564,2007,Nürnberg,30.400000000000002,Bayern,BY
9564,201009564,2010,Nürnberg,31.6,Bayern,BY
9564,201309564,2013,Nürnberg,33.9,Bayern,BY
9564,201409564,2014,Nürnberg,35.300000000000004,Bayern,BY
9565,199509565,1995,Schwabach,32.300000000000004,Bayern,BY
9565,199809565,1998,Schwabach,33.5,Bayern,BY
9565,200109565,2001,Schwabach,36.4,Bayern,BY
9565,200409565,2004,Schwabach,31.700000000000003,Bayern,BY
9565,200709565,2007,Schwabach,33.9,Bayern,BY
9565,201009565,2010,Schwabach,35.7,Bayern,BY
9565,201309565,2013,Schwabach,39.0,Bayern,BY
9565,201409565,2014,Schwabach,41.5,Bayern,BY
9571,199509571,1995,Landkreis Ansbach (Land),27.6,Bayern,BY
9571,199809571,1998,Landkreis Ansbach (Land),28.6,Bayern,BY
9571,200109571,2001,Landkreis Ansbach (Land),30.700000000000003,Bayern,BY
9571,200409571,2004,Landkreis Ansbach (Land),28.0,Bayern,BY
9571,200709571,2007,Landkreis Ansbach (Land),29.6,Bayern,BY
9571,201009571,2010,Landkreis Ansbach (Land),31.200000000000003,Bayern,BY
9571,201309571,2013,Landkreis Ansbach (Land),34.800000000000004,Bayern,BY
9571,201409571,2014,Landkreis Ansbach (Land),36.2,Bayern,BY
9572,199509572,1995,Landkreis Erlangen-Höchstadt,38.6,Bayern,BY
9572,199809572,1998,Landkreis Erlangen-Höchstadt,41.800000000000004,Bayern,BY
9572,200109572,2001,Landkreis Erlangen-Höchstadt,42.1,Bayern,BY
9572,200409572,2004,Landkreis Erlangen-Höchstadt,37.2,Bayern,BY
9572,200709572,2007,Landkreis Erlangen-Höchstadt,41.800000000000004,Bayern,BY
9572,201009572,2010,Landkreis Erlangen-Höchstadt,40.0,Bayern,BY
9572,201309572,2013,Landkreis Erlangen-Höchstadt,44.7,Bayern,BY
9572,201409572,2014,Landkreis Erlangen-Höchstadt,46.1,Bayern,BY
9573,199509573,1995,Landkreis Fürth (Land),34.300000000000004,Bayern,BY
9573,199809573,1998,Landkreis Fürth (Land),37.1,Bayern,BY
9573,200109573,2001,Landkreis Fürth (Land),37.5,Bayern,BY
9573,200409573,2004,Landkreis Fürth (Land),33.6,Bayern,BY
9573,200709573,2007,Landkreis Fürth (Land),36.0,Bayern,BY
9573,201009573,2010,Landkreis Fürth (Land),35.7,Bayern,BY
9573,201309573,2013,Landkreis Fürth (Land),39.300000000000004,Bayern,BY
9573,201409573,2014,Landkreis Fürth (Land),40.400000000000006,Bayern,BY
9574,199509574,1995,Landkreis Nürnberger Land,33.7,Bayern,BY
9574,199809574,1998,Landkreis Nürnberger Land,35.0,Bayern,BY
9574,200109574,2001,Landkreis Nürnberger Land,36.9,Bayern,BY
9574,200409574,2004,Landkreis Nürnberger Land,32.7,Bayern,BY
9574,200709574,2007,Landkreis Nürnberger Land,35.4,Bayern,BY
9574,201009574,2010,Landkreis Nürnberger Land,35.4,Bayern,BY
9574,201309574,2013,Landkreis Nürnberger Land,39.400000000000006,Bayern,BY
9574,201409574,2014,Landkreis Nürnberger Land,40.7,Bayern,BY
9575,199509575,1995,Landkreis Neustadt an der Aisch-Bad Windsheim,28.700000000000003,Bayern,BY
9575,199809575,1998,Landkreis Neustadt an der Aisch-Bad Windsheim,28.700000000000003,Bayern,BY
9575,200109575,2001,Landkreis Neustadt an der Aisch-Bad Windsheim,30.6,Bayern,BY
9575,200409575,2004,Landkreis Neustadt an der Aisch-Bad Windsheim,28.400000000000002,Bayern,BY
9575,200709575,2007,Landkreis Neustadt an der Aisch-Bad Windsheim,30.1,Bayern,BY
9575,201009575,2010,Landkreis Neustadt an der Aisch-Bad Windsheim,30.8,Bayern,BY
9575,201309575,2013,Landkreis Neustadt an der Aisch-Bad Windsheim,35.4,Bayern,BY
9575,201409575,2014,Landkreis Neustadt an der Aisch-Bad Windsheim,36.300000000000004,Bayern,BY
9576,199509576,1995,Landkreis Roth,31.5,Bayern,BY
9576,199809576,1998,Landkreis Roth,32.2,Bayern,BY
9576,200109576,2001,Landkreis Roth,34.1,Bayern,BY
9576,200409576,2004,Landkreis Roth,30.700000000000003,Bayern,BY
9576,200709576,2007,Landkreis Roth,32.800000000000004,Bayern,BY
9576,201009576,2010,Landkreis Roth,33.800000000000004,Bayern,BY
9576,201309576,2013,Landkreis Roth,37.7,Bayern,BY
9576,201409576,2014,Landkreis Roth,39.0,Bayern,BY
9577,199509577,1995,Landkreis Weißenburg-Gunzenhausen,28.5,Bayern,BY
9577,199809577,1998,Landkreis Weißenburg-Gunzenhausen,28.5,Bayern,BY
9577,200109577,2001,Landkreis Weißenburg-Gunzenhausen,30.8,Bayern,BY
9577,200409577,2004,Landkreis Weißenburg-Gunzenhausen,27.400000000000002,Bayern,BY
9577,200709577,2007,Landkreis Weißenburg-Gunzenhausen,28.3,Bayern,BY
9577,201009577,2010,Landkreis Weißenburg-Gunzenhausen,29.5,Bayern,BY
9577,201309577,2013,Landkreis Weißenburg-Gunzenhausen,33.800000000000004,Bayern,BY
9577,201409577,2014,Landkreis Weißenburg-Gunzenhausen,36.800000000000004,Bayern,BY
9661,199509661,1995,Aschaffenburg,31.900000000000002,Bayern,BY
9661,199809661,1998,Aschaffenburg,35.2,Bayern,BY
9661,200109661,2001,Aschaffenburg,36.2,Bayern,BY
9661,200409661,2004,Aschaffenburg,31.700000000000003,Bayern,BY
9661,200709661,2007,Aschaffenburg,33.4,Bayern,BY
9661,201009661,2010,Aschaffenburg,34.1,Bayern,BY
9661,201309661,2013,Aschaffenburg,37.800000000000004,Bayern,BY
9661,201409661,2014,Aschaffenburg,39.2,Bayern,BY
9662,199509662,1995,Schweinfurt,26.400000000000002,Bayern,BY
9662,199809662,1998,Schweinfurt,26.700000000000003,Bayern,BY
9662,200109662,2001,Schweinfurt,28.8,Bayern,BY
9662,200409662,2004,Schweinfurt,25.400000000000002,Bayern,BY
9662,200709662,2007,Schweinfurt,26.3,Bayern,BY
9662,201009662,2010,Schweinfurt,27.5,Bayern,BY
9662,201309662,2013,Schweinfurt,30.400000000000002,Bayern,BY
9662,201409662,2014,Schweinfurt,32.1,Bayern,BY
9663,199509663,1995,Würzburg,31.6,Bayern,BY
9663,199809663,1998,Würzburg,33.9,Bayern,BY
9663,200109663,2001,Würzburg,33.7,Bayern,BY
9663,200409663,2004,Würzburg,30.900000000000002,Bayern,BY
9663,200709663,2007,Würzburg,31.200000000000003,Bayern,BY
9663,201009663,2010,Würzburg,33.300000000000004,Bayern,BY
9663,201309663,2013,Würzburg,36.1,Bayern,BY
9663,201409663,2014,Würzburg,37.300000000000004,Bayern,BY
9671,199509671,1995,Landkreis Aschaffenburg (Land),33.5,Bayern,BY
9671,199809671,1998,Landkreis Aschaffenburg (Land),35.7,Bayern,BY
9671,200109671,2001,Landkreis Aschaffenburg (Land),38.300000000000004,Bayern,BY
9671,200409671,2004,Landkreis Aschaffenburg (Land),32.9,Bayern,BY
9671,200709671,2007,Landkreis Aschaffenburg (Land),35.1,Bayern,BY
9671,201009671,2010,Landkreis Aschaffenburg (Land),35.4,Bayern,BY
9671,201309671,2013,Landkreis Aschaffenburg (Land),39.300000000000004,Bayern,BY
9671,201409671,2014,Landkreis Aschaffenburg (Land),40.6,Bayern,BY
9672,199509672,1995,Landkreis Bad Kissingen,27.3,Bayern,BY
9672,199809672,1998,Landkreis Bad Kissingen,26.700000000000003,Bayern,BY
9672,200109672,2001,Landkreis Bad Kissingen,28.5,Bayern,BY
9672,200409672,2004,Landkreis Bad Kissingen,27.0,Bayern,BY
9672,200709672,2007,Landkreis Bad Kissingen,28.200000000000003,Bayern,BY
9672,201009672,2010,Landkreis Bad Kissingen,29.1,Bayern,BY
9672,201309672,2013,Landkreis Bad Kissingen,32.2,Bayern,BY
9672,201409672,2014,Landkreis Bad Kissingen,33.300000000000004,Bayern,BY
9673,199509673,1995,Landkreis Rhön-Grabfeld,28.0,Bayern,BY
9673,199809673,1998,Landkreis Rhön-Grabfeld,27.400000000000002,Bayern,BY
9673,200109673,2001,Landkreis Rhön-Grabfeld,29.1,Bayern,BY
9673,200409673,2004,Landkreis Rhön-Grabfeld,26.900000000000002,Bayern,BY
9673,200709673,2007,Landkreis Rhön-Grabfeld,29.400000000000002,Bayern,BY
9673,201009673,2010,Landkreis Rhön-Grabfeld,30.0,Bayern,BY
9673,201309673,2013,Landkreis Rhön-Grabfeld,33.300000000000004,Bayern,BY
9673,201409673,2014,Landkreis Rhön-Grabfeld,35.6,Bayern,BY
9674,199509674,1995,Landkreis Haßberge,27.1,Bayern,BY
9674,199809674,1998,Landkreis Haßberge,26.5,Bayern,BY
9674,200109674,2001,Landkreis Haßberge,28.3,Bayern,BY
9674,200409674,2004,Landkreis Haßberge,26.1,Bayern,BY
9674,200709674,2007,Landkreis Haßberge,27.200000000000003,Bayern,BY
9674,201009674,2010,Landkreis Haßberge,28.200000000000003,Bayern,BY
9674,201309674,2013,Landkreis Haßberge,31.6,Bayern,BY
9674,201409674,2014,Landkreis Haßberge,32.800000000000004,Bayern,BY
9675,199509675,1995,Landkreis Kitzingen,30.400000000000002,Bayern,BY
9675,199809675,1998,Landkreis Kitzingen,28.700000000000003,Bayern,BY
9675,200109675,2001,Landkreis Kitzingen,31.1,Bayern,BY
9675,200409675,2004,Landkreis Kitzingen,29.6,Bayern,BY
9675,200709675,2007,Landkreis Kitzingen,30.200000000000003,Bayern,BY
9675,201009675,2010,Landkreis Kitzingen,30.700000000000003,Bayern,BY
9675,201309675,2013,Landkreis Kitzingen,34.300000000000004,Bayern,BY
9675,201409675,2014,Landkreis Kitzingen,36.800000000000004,Bayern,BY
9676,199509676,1995,Landkreis Miltenberg,30.0,Bayern,BY
9676,199809676,1998,Landkreis Miltenberg,30.400000000000002,Bayern,BY
9676,200109676,2001,Landkreis Miltenberg,32.7,Bayern,BY
9676,200409676,2004,Landkreis Miltenberg,29.200000000000003,Bayern,BY
9676,200709676,2007,Landkreis Miltenberg,30.700000000000003,Bayern,BY
9676,201009676,2010,Landkreis Miltenberg,31.0,Bayern,BY
9676,201309676,2013,Landkreis Miltenberg,34.6,Bayern,BY
9676,201409676,2014,Landkreis Miltenberg,36.0,Bayern,BY
9677,199509677,1995,Landkreis Main-Spessart,29.5,Bayern,BY
9677,199809677,1998,Landkreis Main-Spessart,29.6,Bayern,BY
9677,200109677,2001,Landkreis Main-Spessart,33.1,Bayern,BY
9677,200409677,2004,Landkreis Main-Spessart,28.700000000000003,Bayern,BY
9677,200709677,2007,Landkreis Main-Spessart,30.3,Bayern,BY
9677,201009677,2010,Landkreis Main-Spessart,30.900000000000002,Bayern,BY
9677,201309677,2013,Landkreis Main-Spessart,35.0,Bayern,BY
9677,201409677,2014,Landkreis Main-Spessart,36.2,Bayern,BY
9678,199509678,1995,Landkreis Schweinfurt (Land),27.8,Bayern,BY
9678,199809678,1998,Landkreis Schweinfurt (Land),27.1,Bayern,BY
9678,200109678,2001,Landkreis Schweinfurt (Land),29.6,Bayern,BY
9678,200409678,2004,Landkreis Schweinfurt (Land),27.6,Bayern,BY
9678,200709678,2007,Landkreis Schweinfurt (Land),29.5,Bayern,BY
9678,201009678,2010,Landkreis Schweinfurt (Land),30.400000000000002,Bayern,BY
9678,201309678,2013,Landkreis Schweinfurt (Land),33.9,Bayern,BY
9678,201409678,2014,Landkreis Schweinfurt (Land),35.300000000000004,Bayern,BY
9679,199509679,1995,Landkreis Würzburg (Land),30.3,Bayern,BY
9679,199809679,1998,Landkreis Würzburg (Land),31.5,Bayern,BY
9679,200109679,2001,Landkreis Würzburg (Land),33.5,Bayern,BY
9679,200409679,2004,Landkreis Würzburg (Land),30.900000000000002,Bayern,BY
9679,200709679,2007,Landkreis Würzburg (Land),36.0,Bayern,BY
9679,201009679,2010,Landkreis Würzburg (Land),33.800000000000004,Bayern,BY
9679,201309679,2013,Landkreis Würzburg (Land),37.4,Bayern,BY
9679,201409679,2014,Landkreis Würzburg (Land),39.1,Bayern,BY
9761,199509761,1995,Augsburg,28.1,Bayern,BY
9761,199809761,1998,Augsburg,30.3,Bayern,BY
9761,200109761,2001,Augsburg,30.400000000000002,Bayern,BY
9761,200409761,2004,Augsburg,26.8,Bayern,BY
9761,200709761,2007,Augsburg,28.200000000000003,Bayern,BY
9761,201009761,2010,Augsburg,29.200000000000003,Bayern,BY
9761,201309761,2013,Augsburg,33.2,Bayern,BY
9761,201409761,2014,Augsburg,33.800000000000004,Bayern,BY
9762,199509762,1995,Kaufbeuren,28.5,Bayern,BY
9762,199809762,1998,Kaufbeuren,30.900000000000002,Bayern,BY
9762,200109762,2001,Kaufbeuren,30.6,Bayern,BY
